Prior,P1 Alg,P2 Alg,Time Horizon,Agent Alg,Market Share for P1,P1 Regret,P2 Regret,Abs Delta Regret,Memory Size
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,10000,HardMax,0.0,nan,0.0068800000000000441,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,12000,HardMax,0.0,nan,0.0070333333333333879,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,15000,HardMax,0.0,nan,0.0067600000000000602,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.007,0.14285714285714282,0.0046324269889224589,0.13822471586822035,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.0023333333333333335,0.14285714285714282,0.0058803875709989876,0.13697675528614384,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.0014,0.14285714285714282,0.0064890847186060323,0.13636805813853678,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,7000,HardMax,0.001,0.14285714285714282,0.0065208065208065364,0.13633633633633629,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,10000,HardMax,0.2419,0.0063662670525010245,0.0064371454953172603,7.087844281623585e-05,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,12000,HardMax,0.36816666666666664,0.0036215482118605647,0.006436296491690867,0.0028147482798303023,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,15000,HardMax,0.4944,0.0021844660194174723,0.0064345991561181636,0.0042501331367006913,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.003,0.1333333333333333,0.0076228686058174566,0.12571046472751585,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.35133333333333333,0.0064516129032258099,0.0063720452209660777,7.9567682259732223e-05,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.3238,0.004570722668313776,0.0062111801242235899,0.0016404574559098139,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,7000,HardMax,0.2312857142857143,0.004570722668313776,0.0059840178405500682,0.0014132951722362922,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,10000,HardMax,0.1619,0.004570722668313776,0.00634769120629999,0.001776968537986214,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,12000,HardMax,0.13491666666666666,0.004570722668313776,0.0065696946344283242,0.0019989719661145482,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,15000,HardMax,0.11746666666666666,0.0041997729852440427,0.0067381779725034542,0.0025384049872594116,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.0,nan,0.005400000000000002,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.0013333333333333333,0.049999999999999989,0.0066088117489986522,0.043391188251001335,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.0008,0.049999999999999989,0.0059247397918334522,0.044075260208166538,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,7000,HardMax,0.0008571428571428571,0.099999999999999978,0.0063197026022304955,0.09368029739776948,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,10000,HardMax,0.0006,0.099999999999999978,0.0062237342405443612,0.093776265759455621,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,12000,HardMax,0.0005,0.099999999999999978,0.0067033516758379695,0.093296648324162013,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,15000,HardMax,0.00046666666666666666,0.11428571428571425,0.0065363836457013845,0.10774933064001287,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.0,nan,0.0064000000000000029,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.0,nan,0.0063999999999999882,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.0,nan,0.0065599999999999851,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,7000,HardMax,0.0,nan,0.0069428571428571647,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,10000,HardMax,0.0,nan,0.0069400000000000442,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,12000,HardMax,0.0,nan,0.0066833333333333831,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,15000,HardMax,0.0,nan,0.0066666666666667252,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.0,nan,0.0074000000000000038,nan,100
