"","Prior","P1.Alg","P2.Alg","Time.Horizon","Agent.Alg","Market.Share.for.P1","P1.Regret","P2.Regret","Abs.Delta.Regret","Memory.Size"
"201","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00724000000000005,NA,1000
"202","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00708333333333339,NA,1000
"203","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00698666666666673,NA,1000
"204","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.006,NA,1000
"205","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00693333333333332,NA,1000
"206","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00635999999999998,NA,1000
"207","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00674285714285716,NA,1000
"208","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00680000000000004,NA,1000
"209","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00661666666666672,NA,1000
"210","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00660000000000006,NA,1000
"211","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0.001,0.2,0.00620620620620621,0.193793793793794,1000
"212","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0.000333333333333333,0.2,0.00626875625208402,0.193731243747916,1000
"213","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",6e-04,0.2,0.0065639383630178,0.193436061636982,1000
"214","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0.000428571428571429,0.2,0.00620265828212092,0.193797341717879,1000
"215","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",3e-04,0.2,0.00646193858157451,0.193538061418425,1000
"216","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0.00025,0.2,0.00666833375010424,0.193331666249896,1000
"217","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",2e-04,0.2,0.00658798426351943,0.193412015736481,1000
"218","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0.032,0.1375,0.00764462809917356,0.129855371900826,1000
"219","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0.0106666666666667,0.1375,0.00653638814016171,0.130963611859838,1000
"220","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",0.0064,0.1375,0.00648148148148146,0.131018518518519,1000
"221","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0.00457142857142857,0.1375,0.00622847301951781,0.131271526980482,1000
"222","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",0.0032,0.1375,0.00634028892455862,0.131159711075441,1000
"223","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0.00266666666666667,0.1375,0.00598262032085565,0.131517379679144,1000
"224","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",0.00213333333333333,0.1375,0.00628006413682528,0.131219935863175,1000
"225","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.0068,NA,1000
"226","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00633333333333332,NA,1000
"227","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00635999999999998,NA,1000
"228","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00662857142857145,NA,1000
"229","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00636000000000004,NA,1000
"230","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00635000000000004,NA,1000
"231","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00634666666666672,NA,1000
"232","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.007,NA,1000
"233","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00653333333333332,NA,1000
"234","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00611999999999998,NA,1000
"235","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00651428571428573,NA,1000
"236","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00650000000000004,NA,1000
"237","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00648333333333338,NA,1000
"238","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00670666666666673,NA,1000
"239","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.0086,NA,1000
"240","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00759999999999998,NA,1000
"241","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00756,NA,1000
"242","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00682857142857145,NA,1000
"243","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00724000000000005,NA,1000
"244","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00716666666666672,NA,1000
"245","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00696000000000006,NA,1000
"246","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0.004,0,0.00742971887550201,0.00742971887550201,1000
"247","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0.00133333333333333,0,0.00740987983978637,0.00740987983978637,1000
"248","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",8e-04,0,0.00728582866293034,0.00728582866293034,1000
"249","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0.000571428571428571,0,0.00731846769582621,0.00731846769582621,1000
"250","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",4e-04,0,0.00718287314925975,0.00718287314925975,1000
"251","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0.000333333333333333,0,0.00730243414471496,0.00730243414471496,1000
"252","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",0.000266666666666667,0,0.00713523606295019,0.00713523606295019,1000
"253","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.0058,NA,1000
"254","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00593333333333332,NA,1000
"255","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00571999999999999,NA,1000
"256","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00608571428571429,NA,1000
"257","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00674000000000004,NA,1000
"258","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00670000000000005,NA,1000
"259","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00677333333333339,NA,1000
"260","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.0096,NA,1000
"261","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00833333333333331,NA,1000
"262","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00800000000000001,NA,1000
"263","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.0077714285714286,NA,1000
"264","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00734000000000005,NA,1000
"265","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00726666666666673,NA,1000
"266","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00712000000000007,NA,1000
"267","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.005,NA,1000
"268","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00619999999999999,NA,1000
"269","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00619999999999998,NA,1000
"270","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00660000000000002,NA,1000
"271","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00644000000000004,NA,1000
"272","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00648333333333338,NA,1000
"273","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00653333333333339,NA,1000
"274","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0.01,0.12,0.00646464646464647,0.113535353535354,1000
"275","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0.004,0.116666666666667,0.0078982597054886,0.108768406961178,1000
"276","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",0.0024,0.116666666666667,0.00721732157177225,0.109449345094894,1000
"277","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0.00171428571428571,0.116666666666667,0.00726960503720667,0.10939706162946,1000
"278","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",0.0012,0.116666666666667,0.00788946736083306,0.108777199305834,1000
"279","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0.001,0.116666666666667,0.00754087420754094,0.109125792459126,1000
"280","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",8e-04,0.116666666666667,0.00747264478249273,0.109194021884174,1000
"281","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.0074,NA,1000
"282","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00773333333333332,NA,1000
"283","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00728,NA,1000
"284","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00688571428571431,NA,1000
"285","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00668000000000004,NA,1000
"286","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00676666666666672,NA,1000
"287","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00684000000000006,NA,1000
"288","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.0098,NA,1000
"289","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00699999999999999,NA,1000
"290","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00659999999999999,NA,1000
"291","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00617142857142858,NA,1000
"292","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00554000000000002,NA,1000
"293","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.0057666666666667,NA,1000
"294","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00596000000000005,NA,1000
"295","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.0054,NA,1000
"296","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00673333333333332,NA,1000
"297","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00655999999999999,NA,1000
"298","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.0064857142857143,NA,1000
"299","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00632000000000004,NA,1000
"300","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00645000000000005,NA,1000
"301","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00618666666666672,NA,1000
"302","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.0066,NA,1000
"303","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00686666666666665,NA,1000
"304","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00647999999999998,NA,1000
"305","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00660000000000002,NA,1000
"306","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00640000000000004,NA,1000
"307","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00621666666666671,NA,1000
"308","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00628000000000005,NA,1000
"309","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.0054,NA,1000
"310","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00613333333333332,NA,1000
"311","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00703999999999999,NA,1000
"312","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00671428571428573,NA,1000
"313","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00682000000000004,NA,1000
"314","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00668333333333338,NA,1000
"315","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00654666666666672,NA,1000
"316","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.0052,NA,1000
"317","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00586666666666666,NA,1000
"318","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00655999999999999,NA,1000
"319","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00622857142857144,NA,1000
"320","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00636000000000004,NA,1000
"321","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00641666666666671,NA,1000
"322","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00638666666666672,NA,1000
"323","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.008,NA,1000
"324","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00753333333333332,NA,1000
"325","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00744,NA,1000
"326","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00754285714285717,NA,1000
"327","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00710000000000005,NA,1000
"328","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00705000000000006,NA,1000
"329","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00677333333333339,NA,1000
"330","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0.006,0.166666666666667,0.00925553319919517,0.157411133467471,1000
"331","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0.002,0.166666666666667,0.00708082832331328,0.159585838343353,1000
"332","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",0.0012,0.166666666666667,0.00700841009211052,0.159658256574556,1000
"333","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0.000857142857142857,0.166666666666667,0.00663425793537319,0.160032408731293,1000
"334","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",6e-04,0.166666666666667,0.00656393836301785,0.160102728303649,1000
"335","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",5e-04,0.166666666666667,0.00672002668000672,0.15994663998666,1000
"336","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",4e-04,0.166666666666667,0.00694944644524483,0.159717220221422,1000
"337","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.007,NA,1000
"338","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00646666666666665,NA,1000
"339","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00703999999999999,NA,1000
"340","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00677142857142859,NA,1000
"341","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00714000000000005,NA,1000
"342","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00723333333333339,NA,1000
"343","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00726666666666673,NA,1000
"344","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.0068,NA,1000
"345","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMax",0,NA,0.00726666666666665,NA,1000
"346","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMax",0,NA,0.00659999999999999,NA,1000
"347","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMax",0,NA,0.00700000000000002,NA,1000
"348","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMax",0,NA,0.00688000000000004,NA,1000
"349","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMax",0,NA,0.00676666666666672,NA,1000
"350","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMax",0,NA,0.00668000000000006,NA,1000
"351","Needle In Haystack High","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMax",0,NA,0.0072,NA,1000
